OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID,x,y
399,CC-OTH-342,Songbirds Montessori - Ellen St,Social Services,Child Care (Other),Child Care Centre,8 Ellen St,,Brampton,ON,L6V 1J6,905-453-0229,https://peelchildcare.cioc.ca/record/CDR1645,Community-Based For-Profit Centre,No,1,164462,-8879383.443,5417606.27
400,CC-OTH-362,Songbirds Montessori Academy,Social Services,Child Care (Other),Child Care Centre,10 Rivermont Rd,A1,Brampton,ON,L6Y6G7,905-450-8505,https://peel.cioc.ca/record/CDR1787?Number=0,Community-Based For-Profit Centre,No,6,427397,-8881320.261,5407194.767
401,CC-OTH-291,Songbirds Montessori School - Brampton West,Social Services,Child Care (Other),Child Care Centre,9705 James Potter Rd,3-Jan,Brampton,ON,L6X 0G9,905-453-5445,https://peelchildcare.cioc.ca/record/CDR0425,Community-Based For-Profit Centre,No,5,,-8883976.765,5415343.855
402,CC-OTH-181,Songbirds Montessori School - Fisherman Drive,Social Services,Child Care (Other),Child Care Centre,2 Fisherman Dr,11A,Brampton,ON,L7A 1B5,905-846-4044,https://peelchildcare.cioc.ca/record/CDR1365,Community-Based For-Profit Centre,No,2,319042,-8883377.324,5421478.121
403,CC-OTH-155,Songbirds Montessori School Inc.,Social Services,Child Care (Other),Child Care Centre,49 Wellington St,,Brampton,ON,L6V 1K8,905-451-7757,https://peelchildcare.cioc.ca/record/CDR0400,Community-Based For-Profit Centre,No,3,147052,-8878974.062,5416315.027
404,CC-FDC-016,SouthFields Village (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,110 Learmont Ave,,Caledon,ON,L7C 3R1,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1036,School-Based Centre,Yes,2,400217,-8886051.309,5428058.733
405,CC-PLP-236,Springbrook (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Jordensen Dr,,Brampton,ON,L6X 0S1,905-890-1711 ext115,https://peelchildcare.cioc.ca/record/CDR1395,School-Based Centre,Yes,5,399969,-8882655.587,5413916.905
406,CC-PLP-164,Springdale (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Dewside Dr,,Brampton,ON,L6T 2C9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0774,School-Based Centre,Yes,9,245269,-8879570.778,5427395.514
407,CC-OTH-205,Springdale Learning Centre (Robert J. Lee Public School),Social Services,Child Care (Other),Child Care Centre,160 Mountainash Rd,,Brampton,ON,L6R 1J1,905-790-6958,https://peelchildcare.cioc.ca/record/CDR0843,School-Based Centre,Yes,10,75696,-8876084.144,5428977.438
408,CC-OTH-269,Springdale Learning Centre (Shaw Public School),Social Services,Child Care (Other),Child Care Centre,10 Father Tobin Rd,,Brampton,ON,L6R 3K2,905-790-6958,https://peelchildcare.cioc.ca/record/CDR0848,School-Based Centre,Yes,10,279023,-8877894.605,5430727.46
409,CC-PLP-026,Springfield (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3251 The Credit Woodlands,,Mississauga,ON,L5C 2J7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0857,School-Based Centre,Yes,6,312924,-8867064.279,5397154.627
410,CC-PLP-145b,St. Agnes (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Richvale Dr S,,Brampton,ON,L6Z 1C6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0748,School-Based Centre,Yes,2,170247,-8881159.54,5422932.969
411,CC-PLP-145a,St. Agnes Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Richvale Dr S,,Brampton,ON,L6Z 1C6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0435,School-Based Centre,No,2,,-8881147.187,5422964.896
412,CC-YMC-045,St. Aidan (YMCA),Social Services,Child Care (YMCA),Child Care Centre,34 Buick Blvd,,Brampton,ON,L7A 3B9,647-448-9400,https://peelchildcare.cioc.ca/record/CDR0734,School-Based Centre,Yes,6,305373,-8887447.132,5418589.391
413,CC-PLP-051,St. Albert of Jerusalem (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7185 Rosehurst Dr,,Mississauga,ON,L5N 7G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0729,School-Based Centre,Yes,10,270757,-8882084.882,5400765.672
414,CC-PLP-248,St. Albert of Jerusalem (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7185 Rosehurst Dr,,Mississauga,ON,L5N 7G6,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR0729?Number=131,School-Based Centre,No,,228869,-8882084.882,5400765.675
415,CC-PLP-097,St. Alfred (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3341 Havenwood Dr,,Mississauga,ON,L4X 2M2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0693,School-Based Centre,Yes,3,25988,-8859914.189,5406657.031
416,CC-PLP-238,St. Alphonsa (PLASP),Social Services,Child Care (PLASP),Child Care Centre,60 Olivia Marie Rd,,Brampton,ON,L6Y 0M4,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1428,School-Based Centre,Yes,4,,-8880173.39,5409189.329
417,CC-PLP-224,St. Andre Bessette (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Riverstone Dr,,Brampton,ON,L6Y 0T7,905-454-1477,https://peelchildcare.cioc.ca/record/CDR1277,School-Based Centre,Yes,8,317638,-8869305.169,5429221.782
418,CC-YMC-046,St. Angela Merici (YMCA),Social Services,Child Care (YMCA),Child Care Centre,83 Edenbrook Hill Dr,,Brampton,ON,L7A 2N7,416-358-2334,https://peelchildcare.cioc.ca/record/CDR0733,School-Based Centre,No,6,268347,-8884473.489,5418454.848
419,CC-PLP-215,St. Anne (PLASP),Social Services,Child Care (PLASP),Child Care Centre,124 Vodden St E,,Brampton,ON,L6V 1M5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1046,School-Based Centre,No,1,172140,-8879232.622,5419069.677
420,CC-PLP-158,St. Anthony (PLASP),Social Services,Child Care (PLASP),Child Care Centre,950 North Park Dr,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0723,School-Based Centre,Yes,7,65849,-8876861.791,5424725.404
421,CC-PLP-099b,St. Barbara (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1455 Samuelson Cir,,Mississauga,ON,L5N 7Z2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0711,School-Based Centre,Yes,11,353065,-8877314.589,5407433.8
422,CC-PLP-099a,St. Barbara Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1455 Samuelson Cir,,Mississauga,ON,L5N 7Z2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0564,School-Based Centre,No,11,,-8877305.093,5407458.385
423,CC-PLP-101,St. Basil (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4235 Golden Orchard Dr,,Mississauga,ON,L4W 3G1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0670,School-Based Centre,Yes,3,24324,-8862474.981,5407366.852
424,CC-FDC-018,St. Bernadette Child Care Centre (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,1060 White Clover Way,,Mississauga,ON,L5V 1G7,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0502,School-Based Centre,No,6,,-8869206.874,5400950.094
425,CC-YMC-047,St. Bernard of Clairvaux (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3345 Escada Dr,,Mississauga,ON,L5M 7V5,647-267-2400,https://peelchildcare.cioc.ca/record/CDR0914,School-Based Centre,Yes,10,308546,-8876118.442,5395701.424
426,CC-PLP-194,St. Bonaventure (PLASP),Social Services,Child Care (PLASP),Child Care Centre,35 McCrimmon Dr,,Brampton,ON,L7A 2Z5,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR0782,School-Based Centre,Yes,6,279022,-8886545.746,5417163.726
427,CC-PLP-109,St. Brigid (PLASP),Social Services,Child Care (PLASP),Child Care Centre,81 Torrance Woods,,Brampton,ON,L6Y 2X4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0918,School-Based Centre,Yes,4,170458,-8878806.883,5412731.739
428,CC-YMC-048,St. Catherine of Siena (YMCA),Social Services,Child Care (YMCA),Child Care Centre,2350 Hurontario St,,Mississauga,ON,L5B 1N1,647-924-0240,https://peelchildcare.cioc.ca/record/CDR0865,School-Based Centre,Yes,7,199173,-8862247.141,5399757.511
429,CC-PLP-127,St. Cecilia (PLASP),Social Services,Child Care (PLASP),Child Care Centre,10 Brickyard Way,,Brampton,ON,L6V 4L5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0746?Number=191,School-Based Centre,Yes,1,297576,-8881175.062,5419817.215
430,CC-PLP-085,St. Charles Garnier (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4233 Central Pky E,,Mississauga,ON,L4Z 1M7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0671,School-Based Centre,Yes,4,240443,-8864617.59,5404614.615
431,CC-YMC-001,St. Christopher (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1195 Clarkson Rd N,,Mississauga,ON,L5J 2W1,647-203-3900,https://peelchildcare.cioc.ca/record/CDR0664,School-Based Centre,Yes,2,337579,-8864015.837,5391778.76
432,CC-PLP-012,St. Clare (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4140 Glen Erin Dr,,Mississauga,ON,L5L 2B1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0641,School-Based Centre,Yes,8,28156,-8871784.297,5395392.803
433,CC-YMC-063,St. Cornelius (YMCA),Social Services,Child Care (YMCA),Child Care Centre,16066 Innis Lake Rd,,Caledon,ON,L7C 2Z2,519-942-3290,https://peelchildcare.cioc.ca/record/CAL0434,School-Based Centre,Yes,3,92392,-8889690.988,5446825.859
434,CC-PLP-242,St. Daniel Camboni (PLASP),Social Services,Child Care (PLASP),Child Care Centre,120 Veterans Dr,,Brampton,ON,L7A 0B5,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1481,School-Based Centre,Yes,6,442357,-8887818.023,5416052.267
435,CC-PLP-045,St. David of Wales (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4200 Beacon Lane,,Mississauga,ON,L5C 3V0,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0642,School-Based Centre,Yes,6,28336,-8868422.085,5399910.434
436,CC-PLP-195,St. Dominic (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Hartsdale Ave,,Mississauga,ON,L5G 2G7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1044,School-Based Centre,Yes,1,136134,-8858787.253,5399711.807
437,CC-PLP-036b,St. Edith Stein (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6234 Osprey Blvd,,Mississauga,ON,L5N 5V5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0528,School-Based Centre,Yes,10,271173,-8878737.016,5398621.773
438,CC-PLP-036a,St. Edith Stein Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6234 Osprey Blvd,,Mississauga,ON,L5N 5V5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0937,School-Based Centre,No,10,,-8878706.199,5398609.415
439,CC-PLP-079,St. Edmund (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1250 Melton Dr,,Mississauga,ON,L4Y 1L5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0672,School-Based Centre,Yes,1,22541,-8858464.239,5403552.341
440,CC-PLP-047,St. Elizabeth Seton (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6133 Glen Erin Dr,,Mississauga,ON,L5N 2T7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0667,School-Based Centre,Yes,9,1629,-8876721.447,5400316.973
441,CC-PLP-247,St. Evan (PLASP),Social Services,Child Care (PLASP),Child Care Centre,500 Dougall Ave,,Caledon,ON,L7C 4C5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1654,School-Based Centre,Yes,2,423155,-8887238.56,5427201.953
442,CC-PLP-024,St. Faustina (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3420 McDowell Dr,,Mississauga,ON,L5M 6R7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0715,School-Based Centre,Yes,10,275689,-8877804.895,5397120.354
443,CC-FDC-017,St. Francis Xavier (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,50 Bristol Rd W,,Mississauga,ON,L5R 3K3,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0534,School-Based Centre,Yes,5,259249,-8868193.358,5405715.117
444,CC-PLP-115,St. Francis Xavier (PLASP),Social Services,Child Care (PLASP),Child Care Centre,111 Bartley Bull Pky,,Brampton,ON,L6W 2J8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0919,School-Based Centre,Yes,3,48102,-8876425.64,5415267.109
445,CC-PLP-006,St. Francis of Assisi (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2480 Thorn Lodge Dr,,Mississauga,ON,L5K 1K5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0643,School-Based Centre,Yes,2,37715,-8869049,5392501.583
446,CC-PLP-197,St. Gerard (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1300 McBride Ave,,Mississauga,ON,L5C 1M8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1042,School-Based Centre,Yes,6,295791,-8867338.835,5397447.799
447,CC-PLP-090b,St. Gregory (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1075 Swinbourne Dr,,Mississauga,ON,L5V 1B9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0698,School-Based Centre,Yes,11,278171,-8873009.322,5405165.337
448,CC-PLP-090a,St. Gregory Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1075 Swinbourne Dr,,Mississauga,ON,L5V 1B9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0565,School-Based Centre,No,11,,-8873013.032,5405220.335
449,CC-PLP-235,St. Helen (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1325 Bodley Rd,,Mississauga,ON,L5J 3X1,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1364,School-Based Centre,Yes,2,139208,-8866691.882,5389290.674
450,CC-FDC-001,St. Herbert (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,5180 Fallingbrook Dr,,Mississauga,ON,L5V 2C6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0541,School-Based Centre,Yes,6,,-8870459.046,5401585.139
451,CC-YMC-015,St. Hilary (YMCA),Social Services,Child Care (YMCA),Child Care Centre,5070 Fairwind Dr,,Mississauga,ON,L5R 2N4,905-568-1549,https://peelchildcare.cioc.ca/record/CDR0535,School-Based Centre,Yes,5,,-8867827.012,5404358.878
452,CC-OTH-046,St. Hilary's Day Care Centre,Social Services,Child Care (Other),Child Care Centre,2055 Hurontario St,,Mississauga,ON,L5A 2E6,905-279-2273,https://peelchildcare.cioc.ca/record/CDR0456,Community-Based Non-Profit Centre,No,7,,-8861083.097,5399127.826
453,CC-PLP-156,St. Isaac Jogues (PLASP),Social Services,Child Care (PLASP),Child Care Centre,300 Great Lakes Dr,,Brampton,ON,L6R 2X7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0770,School-Based Centre,Yes,9,288171,-8879919.567,5424665.168
454,CC-PLP-245,St. Jacinta Marto (PLASP),Social Services,Child Care (PLASP),Child Care Centre,40 Fallowfield Rd,,Brampton,ON,L6X 0W5,647-484-4372,https://peelchildcare.cioc.ca/record/CDR1621,School-Based Centre,Yes,5,451861,-8883120.594,5412501.62
455,CC-YMC-064,St. James (YMCA),Social Services,Child Care (YMCA),Child Care Centre,98 Wanita Rd,,Mississauga,ON,L6Y 0T7,905-454-1477,https://peelchildcare.cioc.ca/record/CDR1290,School-Based Centre,Yes,1,86627,-8857876.468,5397997.638
456,CC-PLP-155,St. Jean Brebeuf (PLASP),Social Services,Child Care (PLASP),Child Care Centre,63 Glenforest Rd,,Brampton,ON,L6S 4E1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0737,School-Based Centre,Yes,8,67035,-8874912.107,5424405.553
457,CC-PLP-225,St. Jean-Marie Vianney (PLASP),Social Services,Child Care (PLASP),Child Care Centre,75 Jordensen Dr,,Brampton,ON,L6P 3V8,905-791-8408,https://peelchildcare.cioc.ca/record/CDR1276,School-Based Centre,Yes,5,350136,-8883397.805,5414461.046
458,CC-PLP-032,St. Jerome (PLASP),Social Services,Child Care (PLASP),Child Care Centre,790 Paisley Blvd W,,Mississauga,ON,L5C 3P5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0644,School-Based Centre,Yes,7,36394,-8864436.608,5397497.436
459,CC-PLP-132,St. Joachim (PLASP),Social Services,Child Care (PLASP),Child Care Centre,435 Rutherford Rd N,,Brampton,ON,L6V 3V9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0855,School-Based Centre,Yes,1,235577,-8879608.343,5421177.639
460,CC-PLP-161,St. John Bosco (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1025 North Park Dr,,Brampton,ON,L6S 4E1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0738,School-Based Centre,Yes,8,184470,-8875862.345,5425624.588
461,CC-PLP-130,St. John Fisher (PLASP),Social Services,Child Care (PLASP),Child Care Centre,330 Balmoral Dr,,Brampton,ON,L6T 1V6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0739,School-Based Centre,Yes,7,60657,-8873391.987,5420868.364
462,CC-PLP-140,St. John Henry Newman C.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,698 Balmoral Dr,,Brampton,ON,L6T 1Z1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0742,School-Based Centre,Yes,7,58444,-8872119.679,5422479.316
463,CC-PLP-172,St. John Paul II (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9094 Bolton Heights Rd,,Caledon,ON,L7E 5R8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0604,School-Based Centre,Yes,6,197779,-8877433.961,5448448.547
464,CC-PLP-174,St. John XXIII (PLASP),Social Services,Child Care (PLASP),Child Care Centre,915 McBride Ave,,Mississauga,ON,L5C 1M1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1047,School-Based Centre,No,6,218970,-8866029.472,5398463.673
465,CC-PLP-049,St. John of the Cross (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3180 Aquitaine Ave,,Mississauga,ON,L5N 3S5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0668,School-Based Centre,Yes,9,107188,-8879751.379,5400565.516
466,CC-YMC-022,St. John the Baptist (YMCA),Social Services,Child Care (YMCA),Child Care Centre,299 Landsbridge St,,Caledon,ON,L7E 2K4,647-203-3800,https://peelchildcare.cioc.ca/record/CDR0605,School-Based Centre,Yes,5,215441,-8873607.787,5445505.15
467,CC-PLP-057,St. Joseph (PLASP),Social Services,Child Care (PLASP),Child Care Centre,249 Church St,,Mississauga,ON,L5M 1N1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1040,School-Based Centre,Yes,11,183493,-8873273.694,5400897.735
468,CC-YMC-077,St. Joseph (YMCA),Social Services,Child Care (YMCA),Child Care Centre,8 Parkway Ave,,Brampton,ON,L6X 2G4,905-451-1400 ext 483,https://peelchildcare.cioc.ca/record/CDR1351?Number=50,School-Based Centre,Yes,5,57612,-8880945.05,5415561.173
469,CC-PLP-198,St. Josephine Bakhita (PLASP),Social Services,Child Care (PLASP),Child Care Centre,430 Van Kirk Dr,,Brampton,ON,L7A 0J2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0783,School-Based Centre,Yes,2,299385,-8886149.601,5422317.776
470,CC-PLP-093b,St. Jude (PLASP),Social Services,Child Care (PLASP),Child Care Centre,175 Nahani Way,,Mississauga,ON,L4Z 3J6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0562,School-Based Centre,Yes,5,112169,-8866900.685,5405824.103
471,CC-PLP-093a,St. Jude Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,175 Nahani Way,,Mississauga,ON,L4Z 3J6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0979,School-Based Centre,No,5,,-8866857.838,5405821.574
472,CC-PLP-098,St. Julia (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6770 Historic Trail,,Mississauga,ON,L5W 1J3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0718,School-Based Centre,Yes,11,254090,-8874800.562,5406843.263
473,CC-PLP-110b,St. Kevin (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Malta Ave,,Brampton,ON,L6Y 4C8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0974,School-Based Centre,Yes,4,55533,-8875662.063,5413071.863
474,CC-PLP-110a,St. Kevin Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,103 Malta Ave,,Brampton,ON,L6Y 4C8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0437,School-Based Centre,No,4,,-8875698.095,5413104.491
475,CC-YMC-049,St. Leonard (YMCA),Social Services,Child Care (YMCA),Child Care Centre,30 Summer Valley Dr,,Brampton,ON,L6Z4V6,1-866-317-6251 ext 750,https://peelchildcare.cioc.ca/record/CDR0983,School-Based Centre,Yes,2,80078,-8886047.996,5424836.679
476,CC-YMC-050,St. Louis (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1450 Lewisham Dr,,Mississauga,ON,L5J 3R3,1-647-298-0752,https://peelchildcare.cioc.ca/record/CDR0624,School-Based Centre,Yes,2,135229,-8866135.049,5390874.975
477,CC-PLP-216,St. Lucy (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Kanata Rd,,Brampton,ON,L7A 3R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0785,School-Based Centre,Yes,6,265668,-8885650.173,5420389.176
478,CC-PLP-015,St. Luke (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1280 Cobalt St,,Mississauga,ON,L5H 4L8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0659,School-Based Centre,Yes,2,285479,-8861627.887,5395587.669
479,CC-PLP-011,St. Margaret of Scotland (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2266 Council Ring Rd,,Mississauga,ON,L5L 1C1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0646,School-Based Centre,Yes,8,30292,-8869507.172,5393975.754
480,CC-PLP-147,St. Margarite Bourgeoys (PLASP),Social Services,Child Care (PLASP),Child Care Centre,550 North Park Dr,,Brampton,ON,L6S 4J8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0740,School-Based Centre,Yes,7,175755,-8878155.972,5423391.538
481,CC-FDC-009,St. Maria Goretti Child Care Centre (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,121 Royal Orchard Dr,,Brampton,ON,L6X 4K9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0406,School-Based Centre,No,5,169176,-8882070.137,5418573.324
482,CC-PLP-023,St. Mark (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3675 Sawmill Valley Dr,,Mississauga,ON,L5L 2Z5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0645,School-Based Centre,Yes,8,106606,-8870030.679,5396383.75
483,CC-YMC-051,St. Mary (YMCA),Social Services,Child Care (YMCA),Child Care Centre,66 Main St S,,Brampton,ON,L6W 2C6,647-924-0130,https://peelchildcare.cioc.ca/record/CDR1092,School-Based Centre,Yes,3,223312,-8878099.887,5416613.42
484,CC-PLP-077b,St. Matthew (PLASP),Social Services,Child Care (PLASP),Child Care Centre,280 Kingsbridge Garden Cir,,Mississauga,ON,L5R 1L3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0563,School-Based Centre,Yes,4,291132,-8867256.113,5403675.125
485,CC-PLP-077a,St. Matthew Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,280 Kingsbridge Garden Cir,,Mississauga,ON,L5R 1L3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0935,School-Based Centre,No,4,,-8867224.604,5403648.979
486,CC-PLP-112,St. Monica (PLASP),Social Services,Child Care (PLASP),Child Care Centre,60 Sterritt Dr,,Brampton,ON,L6Y 5B6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0856,School-Based Centre,Yes,4,51375,-8880147.613,5413700.259
487,CC-YMC-021,St. Nicholas (YMCA),Social Services,Child Care (YMCA),Child Care Centre,120 Harvest Moon Dr,,Caledon,ON,L7E 2W1,416-819-8262,https://peelchildcare.cioc.ca/record/CDR0606,School-Based Centre,Yes,5,303130,-8878700.524,5445555.325
488,CC-PLP-200,St. Patrick (PLASP),Social Services,Child Care (PLASP),Child Care Centre,11948 The Gore Rd,,Brampton,ON,L6P 0A2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1011,School-Based Centre,Yes,10,215718,-8875156.464,5437266.103
489,CC-PLP-054,St. Philip (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Fairview Rd W,,Mississauga,ON,L5B 3W5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0673,School-Based Centre,Yes,7,268315,-8864659.736,5400514.657
490,CC-PLP-088,St. Pio of Pietrelcina (PLASP),Social Services,Child Care (PLASP),Child Care Centre,4765 Huron Heights Dr,,Mississauga,ON,L4Z 4G9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0696,School-Based Centre,Yes,4,277168,-8865804.22,5404982.486
491,CC-PLP-201,St. Raphael (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3470 Clara Dr,,Mississauga,ON,L4T 2C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0978,School-Based Centre,Yes,5,,-8866152.672,5422409.664
492,CC-FDC-019,St. Raymond (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,5735 Whitehorn Ave,,Mississauga,ON,L5V 2A9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0859,School-Based Centre,Yes,6,267612,-8872345.39,5402974.311
493,CC-PLP-071,St. Richard (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7270 Copenhagen Rd,,Mississauga,ON,L5N 2C3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0702,School-Based Centre,Yes,9,9306,-8880046.46,5402743.03
494,CC-PLP-157,St. Rita (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 Summer Valley Dr,,Brampton,ON,L6V 2V7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0777,School-Based Centre,Yes,2,80078,-8886038.487,5424829.83
495,CC-YMC-052,St. Rose of Lima (YMCA),Social Services,Child Care (YMCA),Child Care Centre,4590 The Gallops,,Mississauga,ON,L5M 2W4,647-963-9582,https://peelchildcare.cioc.ca/record/CDR0981,School-Based Centre,Yes,8,289148,-8871973.29,5397728.632
496,CC-PLP-202,St. Sebastian (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3460 Aquinas Ave,,Mississauga,ON,L5M 7L2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0719,School-Based Centre,Yes,8,281031,-8874682.608,5394677.242
497,CC-YMC-007,St. Simon Stock (YMCA),Social Services,Child Care (YMCA),Child Care Centre,6440 Lisgar Dr,,Mississauga,ON,L5N 6X3,647-299-5015,https://peelchildcare.cioc.ca/record/CDR0913,School-Based Centre,Yes,10,297567,-8879961.467,5398421.982
498,CC-YMC-078,St. Sofia (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3540 Havenwood Dr,,Mississauga,ON,L4X 2M9,647-963-9592,https://peelchildcare.cioc.ca/record/CDR0977,School-Based Centre,Yes,3,223236,-8860644.046,5407116.944
